Week_Start,Country_Name,Category,Search_Interest,Search_Velocity,Search_Acceleration,Media_Volume,tone_net_sentiment,tone_positive_score,tone_negative_score,tone_polarity,tone_activity_density,tone_self_group_density,Source_Diversity,Demand_to_Hype_Ratio,Media_Volume_per_Source,Interest_per_Source
2023-01-01,Canada,Fitness_Wearables,90.99,8.62,0.54,29.0,-0.341975,2.95777,3.29975,6.25752,22.4885,0.452245,24.0,3.033,1.2083333333333333,3.79125
2023-01-01,Canada,Nutrition_Diets,83.35,4.66,-2.1,4742.0,-1.14716,2.71627,3.86343,6.57969,22.6109,0.765239,1261.0,0.01757326586548598,3.76050753370341,0.06609833465503569
2023-01-01,China,Fashion_Beauty,10.68,10.68,29.62,2.0,3.40731,4.13547,0.728155,4.86363,18.3952,1.27324,1.0,3.56,2.0,10.68
2023-01-01,China,Fitness_Wearables,28.59,10.92,29.65,1.0,4.12844,4.81651,0.688073,5.50459,22.9358,1.83486,1.0,14.295,1.0,28.59
2023-01-01,China,Nutrition_Diets,3.46,3.46,3.46,7.0,-0.736128,2.92307,3.6592,6.58227,19.7921,1.17802,4.0,0.4325,1.75,0.865
2023-01-01,France,Fashion_Beauty,28.18,-47.36,-42.26,1403.0,-0.547605,2.86682,3.41443,6.28125,21.0604,0.640019,862.0,0.020071225071225073,1.6276102088167053,0.03269141531322506
2023-01-01,France,Fitness_Wearables,65.68,-4.1,-6.66,137.0,0.619928,3.02195,2.40202,5.42397,19.7704,0.737341,103.0,0.4759420289855073,1.3300970873786409,0.6376699029126214
2023-01-01,France,Nutrition_Diets,39.24,-23.69,-19.68,9817.0,-1.79466,2.70985,4.50452,7.21437,21.0867,0.641522,2520.0,0.00399674068038297,3.8956349206349206,0.015571428571428573
2023-01-01,United_Kingdom,Fashion_Beauty,48.95,-27.6,-16.81,7.0,1.22591,3.1229,1.89699,5.01989,18.0263,0.873816,5.0,6.11875,1.4,9.790000000000001
2023-01-01,United_Kingdom,Fitness_Wearables,90.17,19.54,20.0,,,,,,,,,,,
2023-01-01,United_Kingdom,Nutrition_Diets,88.31,25.89,33.03,24.0,-1.3858,2.63983,4.02563,6.66546,19.8608,0.785477,15.0,3.5324,1.6,5.887333333333333
2023-01-01,India,Fashion_Beauty,53.33,-31.77,-32.41,818.0,-0.210552,2.89651,3.10706,6.00357,21.7508,0.421017,340.0,0.06511599511599511,2.4058823529411764,0.15685294117647058
2023-01-01,India,Fitness_Wearables,80.1,-3.97,-3.34,114.0,1.68697,3.49163,1.80465,5.29628,20.8,0.463297,64.0,0.6965217391304347,1.78125,1.2515625
2023-01-01,India,Nutrition_Diets,74.45,-1.67,10.48,10222.0,-1.94121,2.57282,4.51403,7.08685,22.7191,0.504641,1856.0,0.007282598063190844,5.507543103448276,0.04011314655172414
2023-01-01,Kenya,Fashion_Beauty,92.31,39.57,45.84,235.0,-4.80854,1.63476,6.4433,8.07806,23.4456,0.545492,202.0,0.3911440677966102,1.1633663366336633,0.456980198019802
2023-01-01,Kenya,Fitness_Wearables,71.74,40.33,74.17,16.0,1.52425,3.23704,1.7128,4.94984,21.059,1.05733,8.0,4.22,2.0,8.9675
2023-01-01,Kenya,Nutrition_Diets,75.96,24.78,37.33,401.0,-1.2849,3.08743,4.37232,7.45975,21.4296,0.842689,211.0,0.188955223880597,1.900473933649289,0.36
2023-01-01,Mexico,Fashion_Beauty,62.23,-22.92,-16.43,324.0,0.1619,3.08204,2.92014,6.00219,20.3176,0.786627,171.0,0.19147692307692307,1.894736842105263,0.36391812865497075
2023-01-01,Mexico,Fitness_Wearables,81.83,9.57,9.19,34.0,1.0608,3.02933,1.96853,4.99786,19.2228,0.461462,31.0,2.338,1.096774193548387,2.6396774193548387
2023-01-01,Mexico,Nutrition_Diets,35.62,-37.54,-24.73,3869.0,-3.14934,2.19622,5.34556,7.54178,20.5068,0.567347,1101.0,0.009204134366925064,3.514078110808356,0.03235240690281562
2023-01-01,Nigeria,Fashion_Beauty,88.87,29.63,43.87,22.0,-2.78681,2.82681,5.61361,8.44042,19.1177,0.522831,20.0,3.863913043478261,1.1,4.4435
2023-01-01,Nigeria,Fitness_Wearables,75.97,-5.21,5.46,3.0,0.764315,3.1451,2.38079,5.52589,22.193,0.827887,3.0,18.9925,1.0,25.323333333333334
2023-01-01,Nigeria,Nutrition_Diets,79.44,29.09,51.21,106.0,-3.95091,2.09378,6.04469,8.13847,17.0968,0.443212,67.0,0.7424299065420561,1.5820895522388059,1.1856716417910447
2023-01-01,Singapore,Fashion_Beauty,51.41,-22.15,-14.68,109.0,-1.78051,2.49508,4.27558,6.77066,22.1102,0.470227,75.0,0.4673636363636363,1.4533333333333334,0.6854666666666667
2023-01-01,Singapore,Fitness_Wearables,70.75,1.0,0.26,44.0,0.817245,3.56682,2.74958,6.3164,21.5677,0.54761,8.0,1.5722222222222222,5.5,8.84375
2023-01-01,Singapore,Nutrition_Diets,56.95,-6.49,11.35,255.0,-1.3483,2.88821,4.2365,7.12471,21.0415,1.35258,159.0,0.2224609375,1.6037735849056605,0.35817610062893085
2023-01-01,United_States,Fashion_Beauty,44.17,-45.42,-49.53,9693.0,-0.786049,2.98895,3.775,6.76396,21.8618,0.933456,3546.0,0.004556426655663297,2.733502538071066,0.012456288776085732
2023-01-01,United_States,Fitness_Wearables,71.76,-13.71,-27.67,1426.0,-0.406207,2.92369,3.32989,6.25358,21.1251,0.752606,966.0,0.05028731604765242,1.4761904761904763,0.07428571428571429
2023-01-01,United_States,Nutrition_Diets,70.51,-5.99,-6.66,99686.0,-1.88179,2.76447,4.64626,7.41073,22.045,0.760474,8073.0,0.0007073138924834733,12.348073826334696,0.008734051777530038
2023-01-01,South_Africa,Fashion_Beauty,69.08,9.25,23.57,42.0,3.49133,5.39703,1.9057,7.30273,24.907,0.509979,35.0,1.6065116279069767,1.2,1.9737142857142858
2023-01-01,South_Africa,Fitness_Wearables,96.93,35.37,37.14,7.0,2.72563,3.87657,1.15094,5.02751,20.827,0.553407,4.0,12.11625,1.75,24.2325
2023-01-01,South_Africa,Nutrition_Diets,100.0,43.39,48.0,416.0,1.77348,5.43343,3.65995,9.09338,25.9223,0.644213,125.0,0.23980815347721823,3.328,0.8
2023-01-08,United_Arab_Emirates,Fashion_Beauty,65.42,-1.81,11.39,127.0,2.05363,4.35196,2.29832,6.65028,20.5615,0.515979,81.0,0.51109375,1.5679012345679013,0.8076543209876543
2023-01-08,United_Arab_Emirates,Fitness_Wearables,70.28,-2.5,-8.47,32.0,2.88533,4.90696,2.02163,6.92859,18.5664,0.207702,15.0,2.12969696969697,2.1333333333333333,4.685333333333333
2023-01-08,United_Arab_Emirates,Nutrition_Diets,69.17,-5.23,-20.07,1065.0,0.151123,3.38485,3.23373,6.61857,20.0918,0.439142,548.0,0.0648874296435272,1.9434306569343065,0.12622262773722628
2023-01-08,Australia,Fashion_Beauty,58.19,0.13,12.63,188.0,0.046302,3.16899,3.12269,6.29167,22.433,0.522701,135.0,0.30788359788359787,1.3925925925925926,0.431037037037037
2023-01-08,Australia,Fitness_Wearables,87.26,-1.95,-27.59,28.0,0.869913,3.04259,2.17267,5.21526,22.7042,0.772757,19.0,3.0089655172413794,1.4736842105263157,4.592631578947369
2023-01-08,Australia,Nutrition_Diets,87.02,-3.72,-28.67,2116.0,-2.06247,3.27869,5.34117,8.61986,22.9687,0.521836,645.0,0.041105337742087855,3.2806201550387595,0.13491472868217053
2023-01-08,Brazil,Fashion_Beauty,52.65,1.36,21.05,1078.0,-2.78974,2.94,5.72974,8.66974,21.8648,0.559814,613.0,0.04879518072289157,1.7585644371941271,0.08588907014681892
2023-01-08,Brazil,Fitness_Wearables,72.67,2.7,-14.01,103.0,-3.05584,2.63028,5.68611,8.31639,19.7195,0.221425,82.0,0.69875,1.2560975609756098,0.886219512195122
2023-01-08,Brazil,Nutrition_Diets,37.66,1.06,36.15,5826.0,-1.43579,2.92426,4.36005,7.28431,23.7777,0.411185,860.0,0.006463016989874721,6.774418604651163,0.0437906976744186
2023-01-08,Canada,Fashion_Beauty,61.08,-0.11,36.87,449.0,-0.870186,3.01898,3.88917,6.90815,22.0428,0.659588,259.0,0.13573333333333332,1.7335907335907337,0.23583011583011582
2023-01-08,Canada,Fitness_Wearables,81.05,-9.94,-18.56,85.0,0.532816,2.64622,2.1134,4.75962,23.0289,1.13818,65.0,0.9424418604651162,1.3076923076923077,1.2469230769230768
2023-01-08,Canada,Nutrition_Diets,84.16,0.81,-3.85,6035.0,-1.27629,2.81767,4.09395,6.91162,22.5352,0.706158,1480.0,0.013943008614976805,4.077702702702703,0.05686486486486486
2023-01-08,China,Fashion_Beauty,12.92,2.24,-8.44,1.0,0.819672,1.63934,0.819672,2.45902,21.7213,0.0,1.0,6.46,1.0,12.92
2023-01-08,China,Fitness_Wearables,25.12,-3.47,-14.39,,,,,,,,,,,
2023-01-08,China,Nutrition_Diets,5.11,1.65,-1.81,9.0,-0.540029,2.33672,2.87674,5.21346,22.7844,1.23576,2.0,0.511,4.5,2.555
2023-01-08,France,Fashion_Beauty,31.05,2.87,50.23,1816.0,-0.337313,3.01549,3.3528,6.36829,20.7774,0.517935,902.0,0.01708860759493671,2.0133037694013303,0.03442350332594235
2023-01-08,France,Fitness_Wearables,63.78,-1.9,2.2,326.0,-0.980441,2.86291,3.84335,6.70625,19.3876,0.574507,209.0,0.19504587155963304,1.5598086124401913,0.30516746411483253
2023-01-08,France,Nutrition_Diets,37.36,-1.88,21.81,10137.0,-1.55368,2.78491,4.33859,7.1235,21.533,0.657099,2730.0,0.0036851449990136123,3.7131868131868133,0.013684981684981685
2023-01-08,United_Kingdom,Fashion_Beauty,50.82,1.87,29.47,12.0,-0.362864,2.40247,2.76533,5.1678,19.5876,0.414145,12.0,3.9092307692307693,1.0,4.235
2023-01-08,United_Kingdom,Fitness_Wearables,81.37,-8.8,-28.34,5.0,0.497943,2.0292,1.53126,3.56046,20.5321,0.598291,4.0,13.561666666666667,1.25,20.3425
2023-01-08,United_Kingdom,Nutrition_Diets,86.01,-2.3,-28.19,109.0,0.862239,3.51678,2.65454,6.17131,18.8511,0.569591,79.0,0.781909090909091,1.379746835443038,1.08873417721519
2023-01-08,India,Fashion_Beauty,54.06,0.73,32.5,669.0,-0.4596,3.0357,3.4953,6.53099,22.1681,0.593635,300.0,0.0806865671641791,2.23,0.1802
2023-01-08,India,Fitness_Wearables,76.87,-3.23,0.74,157.0,0.621824,3.31707,2.69524,6.01231,21.7028,0.642865,91.0,0.4865189873417722,1.7252747252747254,0.8447252747252748
2023-01-08,India,Nutrition_Diets,72.88,-1.57,0.1,9569.0,-1.13084,2.96789,4.09873,7.06662,22.603,0.535663,1515.0,0.007615464994775339,6.316171617161716,0.048105610561056104
2023-01-08,Kenya,Fashion_Beauty,89.53,-2.78,-42.35,113.0,-4.17,2.39614,6.56615,8.96229,22.2962,0.623017,78.0,0.7853508771929825,1.4487179487179487,1.1478205128205128
2023-01-08,Kenya,Fitness_Wearables,74.32,2.58,-37.75,11.0,2.29948,4.38392,2.08445,6.46837,21.2518,1.13011,9.0,6.1933333333333325,1.2222222222222223,8.257777777777777
2023-01-08,Kenya,Nutrition_Diets,82.14,6.18,-18.6,581.0,-2.99185,2.64735,5.6392,8.28655,20.9332,0.701074,286.0,0.1411340206185567,2.0314685314685317,0.2872027972027972
2023-01-08,Mexico,Fashion_Beauty,55.57,-6.66,16.26,514.0,0.0507983,3.05109,3.00029,6.05138,20.2648,0.684302,260.0,0.10790291262135922,1.976923076923077,0.21373076923076922
2023-01-08,Mexico,Fitness_Wearables,73.99,-7.84,-17.41,36.0,-1.62283,2.7812,4.40404,7.18524,21.2278,0.352428,32.0,1.9997297297297296,1.125,2.3121875
2023-01-08,Mexico,Nutrition_Diets,36.34,0.72,38.26,3884.0,-2.25244,2.52303,4.77546,7.29849,20.7279,0.475718,913.0,0.009353925353925355,4.254107338444688,0.03980284775465499
2023-01-08,Nigeria,Fashion_Beauty,90.03,1.16,-28.47,29.0,-1.11291,3.08652,4.19943,7.28596,21.1193,1.23121,21.0,3.001,1.380952380952381,4.287142857142857
2023-01-08,Nigeria,Fitness_Wearables,78.15,2.18,7.39,6.0,1.34528,3.44697,2.1017,5.54867,20.5487,2.11141,4.0,11.164285714285715,1.5,19.5375
2023-01-08,Nigeria,Nutrition_Diets,84.76,5.32,-23.77,164.0,-3.72924,3.11834,6.84758,9.96592,19.4606,0.607968,114.0,0.5136969696969698,1.4385964912280702,0.7435087719298246
2023-01-08,Singapore,Fashion_Beauty,54.87,3.46,25.61,51.0,-1.48706,2.5867,4.07377,6.66047,21.9055,0.634876,40.0,1.0551923076923075,1.275,1.37175
2023-01-08,Singapore,Fitness_Wearables,64.28,-6.47,-7.47,37.0,0.0206185,3.10496,3.08434,6.1893,21.2366,1.07408,12.0,1.691578947368421,3.0833333333333335,5.3566666666666665
2023-01-08,Singapore,Nutrition_Diets,52.81,-4.14,2.35,602.0,-5.5936,2.02726,7.62086,9.64812,19.205,0.468689,368.0,0.0875787728026534,1.6358695652173914,0.14350543478260872
2023-01-08,United_States,Fashion_Beauty,42.96,-1.21,44.21,15019.0,-0.566486,3.01723,3.58372,6.60095,21.7076,0.791653,3961.0,0.0028601864181091877,3.791719262812421,0.010845746023731381
2023-01-08,United_States,Fitness_Wearables,63.77,-7.99,5.72,1494.0,-0.95568,3.10398,4.05966,7.16363,20.8178,0.828496,1060.0,0.04265551839464883,1.409433962264151,0.06016037735849057
2023-01-08,United_States,Nutrition_Diets,65.07,-5.44,0.55,114690.0,-1.52629,2.84045,4.36674,7.2072,22.243,0.790532,8289.0,0.0005673505331717396,13.836409699601882,0.00785016286644951
2023-01-08,South_Africa,Fashion_Beauty,65.74,-3.34,-12.59,41.0,2.38565,4.58875,2.2031,6.79186,24.1644,0.559617,34.0,1.565238095238095,1.2058823529411764,1.9335294117647057
2023-01-08,South_Africa,Fitness_Wearables,95.17,-1.76,-37.13,7.0,3.00865,4.31836,1.30971,5.62807,23.1427,0.792411,7.0,11.89625,1.0,13.595714285714285
2023-01-08,South_Africa,Nutrition_Diets,97.16,-2.84,-46.23,571.0,1.72303,5.41199,3.68896,9.10094,26.4589,0.436796,155.0,0.16986013986013984,3.6838709677419357,0.6268387096774193
2023-01-15,United_Arab_Emirates,Fashion_Beauty,66.51,1.09,2.9,168.0,1.62922,4.10001,2.47079,6.57081,20.633,0.679913,103.0,0.3935502958579882,1.6310679611650485,0.6457281553398059
2023-01-15,United_Arab_Emirates,Fitness_Wearables,71.74,1.46,3.96,30.0,1.93158,4.54494,2.61336,7.15829,18.4329,0.16884,21.0,2.3141935483870966,1.4285714285714286,3.4161904761904758
2023-01-15,United_Arab_Emirates,Nutrition_Diets,73.12,3.95,9.18,1090.0,1.52085,4.13584,2.61499,6.75084,19.981,0.583068,403.0,0.06702108157653529,2.704714640198511,0.181439205955335
2023-01-15,Australia,Fashion_Beauty,58.68,0.49,0.36,204.0,-0.511799,2.79455,3.30635,6.1009,22.1577,0.56789,121.0,0.28624390243902437,1.6859504132231404,0.4849586776859504
2023-01-15,Australia,Fitness_Wearables,81.6,-5.66,-3.71,71.0,0.514001,2.66891,2.15491,4.82382,24.1705,0.750024,54.0,1.1333333333333333,1.3148148148148149,1.511111111111111
2023-01-15,Australia,Nutrition_Diets,84.15,-2.87,0.85,1866.0,-1.29242,3.22567,4.51809,7.74376,22.5758,0.57419,639.0,0.045072308516336375,2.92018779342723,0.13169014084507044
2023-01-15,Brazil,Fashion_Beauty,51.05,-1.6,-2.96,602.0,-0.204519,2.95501,3.15953,6.11455,22.9303,0.592219,250.0,0.08466003316749585,2.408,0.2042
2023-01-15,Brazil,Fitness_Wearables,72.07,-0.6,-3.3,21.0,-1.41479,2.82105,4.23584,7.05689,21.7088,0.377527,18.0,3.2759090909090904,1.1666666666666667,4.003888888888889
2023-01-15,Brazil,Nutrition_Diets,39.26,1.6,0.54,5288.0,-1.46199,2.82643,4.28843,7.11486,24.0354,0.420812,750.0,0.007422953299300435,7.050666666666666,0.052346666666666666
2023-01-15,Canada,Fashion_Beauty,63.07,1.99,2.1,557.0,-0.212326,2.90316,3.11548,6.01864,22.0956,0.771638,390.0,0.11302867383512545,1.4282051282051282,0.16171794871794873
2023-01-15,Canada,Fitness_Wearables,77.17,-3.88,6.06,47.0,0.952987,2.97717,2.02418,5.00134,22.4808,1.0019,31.0,1.6077083333333333,1.5161290322580645,2.4893548387096773
2023-01-15,Canada,Nutrition_Diets,83.71,-0.45,-1.26,6430.0,-1.00743,2.93826,3.9457,6.88396,22.7436,0.753587,1480.0,0.01301663815891774,4.344594594594595,0.056560810810810803
2023-01-15,China,Fashion_Beauty,11.18,-1.74,-3.98,,,,,,,,,,,
2023-01-15,China,Fitness_Wearables,32.92,7.8,11.27,,,,,,,,,,,
2023-01-15,China,Nutrition_Diets,5.11,0.0,-1.65,6.0,-0.811143,3.64737,4.45852,8.10589,19.4721,0.988726,6.0,0.7300000000000001,1.0,0.8516666666666667
2023-01-15,France,Fashion_Beauty,36.03,4.98,2.11,2721.0,-0.0808042,3.07754,3.15834,6.23588,20.7803,0.505,1160.0,0.013236590742101397,2.345689655172414,0.031060344827586208
2023-01-15,France,Fitness_Wearables,59.56,-4.22,-2.32,271.0,-0.148424,2.69676,2.84518,5.54194,20.7431,0.673885,178.0,0.21897058823529414,1.5224719101123596,0.3346067415730337
2023-01-15,France,Nutrition_Diets,37.44,0.08,1.96,10655.0,-1.33647,2.80959,4.14606,6.95564,21.2549,0.643185,2918.0,0.003513513513513513,3.651473612063057,0.012830705962988347
2023-01-15,United_Kingdom,Fashion_Beauty,50.7,-0.12,-1.99,5.0,-2.4886,1.78546,4.27406,6.05952,18.9242,0.429897,5.0,8.450000000000001,1.0,10.14
2023-01-15,United_Kingdom,Fitness_Wearables,74.64,-6.73,2.07,1.0,0.862069,1.72414,0.862069,2.58621,22.4138,1.14943,1.0,37.32,1.0,74.64
2023-01-15,United_Kingdom,Nutrition_Diets,79.22,-6.79,-4.49,75.0,0.0112923,3.46216,3.45087,6.91304,19.5195,0.229331,53.0,1.0423684210526316,1.4150943396226414,1.4947169811320755
2023-01-15,India,Fashion_Beauty,54.43,0.37,-0.36,1060.0,-0.275407,3.10101,3.37642,6.47743,22.1853,0.480036,386.0,0.051300659754948165,2.7461139896373057,0.1410103626943005
2023-01-15,India,Fitness_Wearables,76.53,-0.34,2.89,186.0,0.0593266,2.92285,2.86352,5.78637,20.7313,0.57903,95.0,0.4092513368983957,1.9578947368421054,0.8055789473684211
2023-01-15,India,Nutrition_Diets,75.75,2.87,4.44,10207.0,-1.04963,2.90813,3.95776,6.86589,22.4682,0.507732,1908.0,0.007420650470219435,5.34958071278826,0.03970125786163522
2023-01-15,Kenya,Fashion_Beauty,84.78,-4.75,-1.97,39.0,-1.13111,3.18927,4.32038,7.50965,20.7965,0.624602,25.0,2.1195,1.56,3.3912
2023-01-15,Kenya,Fitness_Wearables,71.06,-3.26,-5.84,18.0,1.39586,3.22774,1.83189,5.05963,17.5722,0.353354,13.0,3.74,1.3846153846153846,5.466153846153846
2023-01-15,Kenya,Nutrition_Diets,81.04,-1.1,-7.28,671.0,-0.794892,3.54097,4.33586,7.87683,21.0386,0.542784,295.0,0.1205952380952381,2.2745762711864406,0.2747118644067797
2023-01-15,Mexico,Fashion_Beauty,52.45,-3.12,3.54,644.0,0.13789,2.98815,2.85026,5.83841,20.2218,0.470027,281.0,0.08131782945736435,2.2918149466192173,0.18665480427046263
2023-01-15,Mexico,Fitness_Wearables,68.23,-5.76,2.08,39.0,-1.21454,2.56148,3.77601,6.33749,21.5012,0.392194,32.0,1.70575,1.21875,2.1321875
2023-01-15,Mexico,Nutrition_Diets,35.62,-0.72,-1.44,3965.0,-1.91846,2.58576,4.50421,7.08997,20.7237,0.459638,739.0,0.008981341401916287,5.365358592692828,0.04820027063599459
2023-01-15,Nigeria,Fashion_Beauty,82.08,-7.95,-9.11,29.0,-2.26511,3.18741,5.45252,8.63993,19.9362,0.745205,18.0,2.7359999999999998,1.6111111111111112,4.56
2023-01-15,Nigeria,Fitness_Wearables,85.55,7.4,5.22,12.0,-0.490715,3.064,3.55472,6.61872,21.2025,1.2769,10.0,6.5807692307692305,1.2,8.555
2023-01-15,Nigeria,Nutrition_Diets,90.21,5.45,0.13,194.0,-3.6148,2.62507,6.23987,8.86493,20.3505,0.755642,110.0,0.4626153846153846,1.7636363636363637,0.820090909090909
2023-01-15,Singapore,Fashion_Beauty,54.45,-0.42,-3.88,23.0,-2.72865,2.43585,5.16451,7.60036,21.3454,1.09852,21.0,2.2687500000000003,1.0952380952380953,2.592857142857143
2023-01-15,Singapore,Fitness_Wearables,61.59,-2.69,3.78,12.0,1.78155,4.24691,2.46537,6.71228,22.8376,0.671226,9.0,4.737692307692308,1.3333333333333333,6.843333333333334
2023-01-15,Singapore,Nutrition_Diets,52.39,-0.42,3.72,355.0,-3.52511,2.60141,6.12652,8.72794,20.9674,0.568388,205.0,0.1471629213483146,1.7317073170731707,0.2555609756097561
2023-01-15,United_States,Fashion_Beauty,42.61,-0.35,0.86,13008.0,-0.685103,2.88005,3.56515,6.4452,21.915,0.856192,3872.0,0.003275424705972788,3.3595041322314048,0.011004648760330579
2023-01-15,United_States,Fitness_Wearables,61.88,-1.89,6.1,1728.0,0.232963,3.11036,2.87739,5.98775,21.4907,0.961663,1138.0,0.03578947368421053,1.5184534270650263,0.05437609841827768
2023-01-15,United_States,Nutrition_Diets,64.98,-0.09,5.35,100878.0,-1.62291,2.84972,4.47264,7.32236,22.3009,0.809891,8180.0,0.0006441380267449122,12.332273838630806,0.007943765281173595
2023-01-15,South_Africa,Fashion_Beauty,66.57,0.83,4.17,43.0,1.17504,4.29279,3.11774,7.41053,25.2336,0.508639,29.0,1.5129545454545452,1.4827586206896552,2.29551724137931
2023-01-15,South_Africa,Fitness_Wearables,91.04,-4.13,-2.37,8.0,3.99449,5.38106,1.38657,6.76764,25.0154,0.481735,6.0,10.115555555555556,1.3333333333333333,15.173333333333334
2023-01-15,South_Africa,Nutrition_Diets,87.73,-9.43,-6.59,591.0,1.39805,4.56642,3.16837,7.7348,24.6376,0.597272,190.0,0.14819256756756757,3.110526315789474,0.46173684210526317
2023-01-22,United_Arab_Emirates,Fashion_Beauty,65.9,-0.61,-1.7,151.0,0.913823,3.98131,3.06749,7.04879,20.9433,0.552589,123.0,0.4335526315789474,1.2276422764227641,0.5357723577235772
2023-01-22,United_Arab_Emirates,Fitness_Wearables,69.03,-2.71,-4.17,32.0,3.79554,5.40598,1.61044,7.01641,18.7241,0.366153,18.0,2.091818181818182,1.7777777777777777,3.835
2023-01-22,United_Arab_Emirates,Nutrition_Diets,71.01,-2.11,-6.06,849.0,0.42207,3.98026,3.55819,7.53845,19.6851,0.629515,342.0,0.08354117647058824,2.482456140350877,0.20763157894736844
2023-01-22,Australia,Fashion_Beauty,58.68,0.0,-0.49,187.0,-0.523202,3.07865,3.60186,6.68051,21.5622,0.580143,117.0,0.3121276595744681,1.5982905982905984,0.5015384615384615
2023-01-22,Australia,Fitness_Wearables,83.35,1.75,7.41,75.0,-1.18825,2.94625,4.1345,7.08076,19.2203,0.403173,57.0,1.0967105263157895,1.3157894736842106,1.462280701754386
2023-01-22,Australia,Nutrition_Diets,82.34,-1.81,1.06,1529.0,-1.67633,2.84242,4.51875,7.36116,21.9757,0.665387,584.0,0.05381699346405229,2.618150684931507,0.1409931506849315
2023-01-22,Brazil,Fashion_Beauty,51.91,0.86,2.46,553.0,-0.638985,2.88513,3.52411,6.40924,22.7878,0.593012,266.0,0.09370036101083032,2.0789473684210527,0.1951503759398496
2023-01-22,Brazil,Fitness_Wearables,71.17,-0.9,-0.3,49.0,-1.80246,2.80925,4.61171,7.42096,21.2215,0.29035,40.0,1.4234,1.225,1.77925
2023-01-22,Brazil,Nutrition_Diets,37.55,-1.71,-3.31,6195.0,-1.92724,2.76718,4.69442,7.4616,23.6049,0.439546,1067.0,0.0060603615235635885,5.805998125585754,0.03519212746016869
2023-01-22,Canada,Fashion_Beauty,64.94,1.87,-0.12,763.0,-0.740708,2.761,3.50171,6.26271,22.409,0.782734,430.0,0.08499999999999999,1.7744186046511627,0.15102325581395348
2023-01-22,Canada,Fitness_Wearables,77.91,0.74,4.62,71.0,1.90499,3.66986,1.76487,5.43473,21.5987,0.916814,50.0,1.0820833333333333,1.42,1.5582
2023-01-22,Canada,Nutrition_Diets,82.45,-1.26,-0.81,7170.0,-1.24238,2.73628,3.97866,6.71494,22.8346,0.731945,1454.0,0.011497699065681216,4.931224209078405,0.05670563961485557
2023-01-22,China,Fashion_Beauty,10.81,-0.37,1.37,1.0,-3.61446,2.00803,5.62249,7.63052,19.0763,0.0,1.0,5.405,1.0,10.81
2023-01-22,China,Fitness_Wearables,24.01,-8.91,-16.71,,,,,,,,,,,
2023-01-22,China,Nutrition_Diets,6.17,1.06,1.06,6.0,-1.33998,2.48143,3.82141,6.30285,19.6255,2.52846,2.0,0.8814285714285715,3.0,3.085
2023-01-22,France,Fashion_Beauty,35.79,-0.24,-5.22,2676.0,0.040621,3.23627,3.19565,6.43192,20.9731,0.528425,1353.0,0.013369443406798655,1.9778270509977827,0.02645232815964523
2023-01-22,France,Fitness_Wearables,58.82,-0.74,3.48,355.0,-0.682549,2.89892,3.58146,6.48038,20.1392,0.606411,227.0,0.1652247191011236,1.5638766519823788,0.25911894273127756
