Week_Start,Country_Code,Country_Name,Category,Search_Interest,Search_Velocity,Search_Acceleration,Media_Volume,tone_net_sentiment,tone_positive_score,tone_negative_score,tone_polarity,tone_activity_density,tone_self_group_density,Source_Diversity,Demand_to_Hype_Ratio,Media_Volume_per_Source,Interest_per_Source,Year,Inflation_Rate,Internet_Penetration,GDP_Per_Capita,is_holiday,holiday_count
2023-04-02,AE,United_Arab_Emirates,Nutrition_Diets,63.85,-0.65,3.47,936,0.625821,4.07967,3.45385,7.53352,20.2362,0.517569,374,0.06814301,2.502673797,0.170721925,2023,1.63,100,49850.69,0,0
2023-04-09,AE,United_Arab_Emirates,Fashion_Beauty,71.95,-1.69,-5.8,184,1.20771,3.81244,2.60473,6.41717,21.3723,0.728019,100,0.388918919,1.84,0.7195,2023,1.63,100,49850.69,0,0
2023-04-09,AE,United_Arab_Emirates,Fitness_Wearables,64.13,-2.61,1.24,115,-1.28874,3.18688,4.47562,7.66251,18.8143,0.218876,81,0.552844828,1.419753086,0.791728395,2023,1.63,100,49850.69,0,0
2023-04-09,AE,United_Arab_Emirates,Nutrition_Diets,65.14,1.29,1.94,1204,0.297925,3.82122,3.52329,7.34451,19.7074,0.547025,539,0.054058091,2.233766234,0.120853432,2023,1.63,100,49850.69,0,0
2023-04-16,AE,United_Arab_Emirates,Fashion_Beauty,73.76,1.81,3.5,481,-2.93264,2.51018,5.44282,7.953,20.059,0.501091,392,0.153029046,1.227040816,0.188163265,2023,1.63,100,49850.69,1,3
2023-04-16,AE,United_Arab_Emirates,Fitness_Wearables,63.82,-0.31,2.3,210,-0.241736,3.71978,3.96152,7.6813,19.4771,0.172238,175,0.302464455,1.2,0.364685714,2023,1.63,100,49850.69,1,3
2023-04-16,AE,United_Arab_Emirates,Nutrition_Diets,60.28,-4.86,-6.15,1233,-1.50906,3.25028,4.75934,8.00962,20.8086,0.474999,670,0.048849271,1.840298507,0.089970149,2023,1.63,100,49850.69,1,3
2023-04-23,AE,United_Arab_Emirates,Fashion_Beauty,65.3,-8.46,-10.27,149,1.45098,4.11938,2.6684,6.78778,21.7336,0.585948,89,0.435333333,1.674157303,0.733707865,2023,1.63,100,49850.69,1,1
2023-04-23,AE,United_Arab_Emirates,Fitness_Wearables,70.59,6.77,7.08,64,2.05174,5.03231,2.98057,8.01288,18.1704,0.41656,56,1.086,1.142857143,1.260535714,2023,1.63,100,49850.69,1,1
2023-04-23,AE,United_Arab_Emirates,Nutrition_Diets,73.94,13.66,18.52,1139,0.404167,3.97292,3.56876,7.54168,20.6424,0.567195,499,0.064859649,2.28256513,0.148176353,2023,1.63,100,49850.69,1,1
2023-04-30,AE,United_Arab_Emirates,Fashion_Beauty,67.96,2.66,11.12,264,1.55267,4.09211,2.53943,6.63154,20.931,0.548182,148,0.25645283,1.783783784,0.459189189,2023,1.63,100,49850.69,0,0
2023-04-30,AE,United_Arab_Emirates,Fitness_Wearables,68.51,-2.08,-8.85,57,2.58245,4.98031,2.39786,7.37817,18.8423,0.484436,42,1.181206897,1.357142857,1.631190476,2023,1.63,100,49850.69,0,0
2023-04-30,AE,United_Arab_Emirates,Nutrition_Diets,75.78,1.84,-11.82,1313,0.757684,3.97525,3.21756,7.19281,19.5171,0.562402,544,0.057671233,2.413602941,0.139301471,2023,1.63,100,49850.69,0,0
2023-05-07,AE,United_Arab_Emirates,Fashion_Beauty,64.09,-3.87,-6.53,169,1.18169,3.88154,2.69984,6.58138,21.1663,0.436861,116,0.377,1.456896552,0.5525,2023,1.63,100,49850.69,0,0
2023-05-07,AE,United_Arab_Emirates,Fitness_Wearables,68.72,0.21,2.29,54,-0.714477,3.26692,3.9814,7.24831,18.6323,0.51761,41,1.249454545,1.317073171,1.676097561,2023,1.63,100,49850.69,0,0
2023-05-07,AE,United_Arab_Emirates,Nutrition_Diets,75.6,-0.18,-2.02,1416,-0.616754,3.55239,4.16914,7.72153,20.0746,0.517075,696,0.053352152,2.034482759,0.10862069,2023,1.63,100,49850.69,0,0
2023-05-14,AE,United_Arab_Emirates,Fashion_Beauty,64.45,0.36,4.23,189,2.25894,4.59359,2.33465,6.92824,20.4566,0.74075,119,0.339210526,1.588235294,0.541596639,2023,1.63,100,49850.69,0,0
2023-05-14,AE,United_Arab_Emirates,Fitness_Wearables,70.18,1.46,1.25,46,4.25191,5.80837,1.55645,7.36482,18.6475,0.622976,28,1.493191489,1.642857143,2.506428571,2023,1.63,100,49850.69,0,0
2023-05-14,AE,United_Arab_Emirates,Nutrition_Diets,77.98,2.38,2.56,1118,0.639839,4.03493,3.39509,7.43002,20.2839,0.515976,442,0.069687221,2.529411765,0.176425339,2023,1.63,100,49850.69,0,0
2023-05-21,AE,United_Arab_Emirates,Fashion_Beauty,70.13,5.68,5.32,285,0.468681,3.73595,3.26727,7.00322,19.7269,0.602756,187,0.24520979,1.524064171,0.375026738,2023,1.63,100,49850.69,0,0
2023-05-21,AE,United_Arab_Emirates,Fitness_Wearables,72.37,2.19,0.73,94,0.104058,3.64805,3.54399,7.19205,18.5942,0.391404,73,0.761789474,1.287671233,0.991369863,2023,1.63,100,49850.69,0,0
2023-05-21,AE,United_Arab_Emirates,Nutrition_Diets,78.62,0.64,-1.74,961,0.552194,3.98149,3.4293,7.41079,20.3186,0.564639,408,0.081725572,2.355392157,0.192696078,2023,1.63,100,49850.69,0,0
2023-05-28,AE,United_Arab_Emirates,Fashion_Beauty,71.46,1.33,-4.35,231,3.24757,5.3214,2.07383,7.39523,20.7179,0.8217,139,0.308017241,1.661870504,0.514100719,2023,1.63,100,49850.69,0,0
2023-05-28,AE,United_Arab_Emirates,Fitness_Wearables,71.85,-0.52,-2.71,73,-0.601416,3.87379,4.47521,8.349,19.9733,0.544437,53,0.970945946,1.377358491,1.355660377,2023,1.63,100,49850.69,0,0
2023-05-28,AE,United_Arab_Emirates,Nutrition_Diets,74.59,-4.03,-4.67,983,1.48797,4.43121,2.94324,7.37445,19.6983,0.552977,349,0.075802846,2.816618911,0.213724928,2023,1.63,100,49850.69,0,0
2023-06-04,AE,United_Arab_Emirates,Fashion_Beauty,69.41,-2.05,-3.38,313,0.0183623,3.29892,3.28056,6.57949,20.4622,0.505408,215,0.221050955,1.455813953,0.322837209,2023,1.63,100,49850.69,0,0
2023-06-04,AE,United_Arab_Emirates,Fitness_Wearables,74.35,2.5,3.02,60,1.96698,4.29521,2.32823,6.62343,18.5657,0.749107,37,1.218852459,1.621621622,2.009459459,2023,1.63,100,49850.69,0,0
2023-06-04,AE,United_Arab_Emirates,Nutrition_Diets,77.89,3.3,7.33,1180,-0.545558,3.40125,3.9468,7.34805,20.54,0.617883,577,0.065952583,2.045060659,0.134991334,2023,1.63,100,49850.69,0,0
2023-06-11,AE,United_Arab_Emirates,Fashion_Beauty,77.51,8.1,10.15,159,1.5481,3.8351,2.287,6.12209,21.073,0.447903,117,0.4844375,1.358974359,0.662478632,2023,1.63,100,49850.69,0,0
2023-06-11,AE,United_Arab_Emirates,Fitness_Wearables,73.72,-0.63,-3.13,64,3.30271,5.23372,1.93101,7.16474,19.3523,0.618883,38,1.134153846,1.684210526,1.94,2023,1.63,100,49850.69,0,0
2023-06-11,AE,United_Arab_Emirates,Nutrition_Diets,74.31,-3.58,-6.88,977,1.12466,4.24757,3.12291,7.37048,20.1287,0.50661,425,0.075981595,2.298823529,0.174847059,2023,1.63,100,49850.69,0,0
2023-06-18,AE,United_Arab_Emirates,Fashion_Beauty,75.7,-1.81,-9.91,164,1.56064,4.17108,2.61045,6.78153,20.1735,0.545862,94,0.458787879,1.744680851,0.805319149,2023,1.63,100,49850.69,0,0
2023-06-18,AE,United_Arab_Emirates,Fitness_Wearables,75.6,1.88,2.51,67,2.11214,4.7284,2.61625,7.34465,19.0049,0.402358,51,1.111764706,1.31372549,1.482352941,2023,1.63,100,49850.69,0,0
2023-06-18,AE,United_Arab_Emirates,Nutrition_Diets,70.37,-3.94,-0.36,1086,0.696357,4.07283,3.37647,7.4493,20.3599,0.582661,503,0.06473781,2.159045726,0.139900596,2023,1.63,100,49850.69,0,0
2023-06-25,AE,United_Arab_Emirates,Fashion_Beauty,79.44,3.74,5.55,106,1.53984,4.3949,2.85505,7.24995,20.7336,0.635059,86,0.742429907,1.23255814,0.92372093,2023,1.63,100,49850.69,1,4
2023-06-25,AE,United_Arab_Emirates,Fitness_Wearables,64.86,-10.74,-12.62,56,-2.45108,3.86467,6.31575,10.1804,16.9795,0.396839,46,1.137894737,1.217391304,1.41,2023,1.63,100,49850.69,1,4
2023-06-25,AE,United_Arab_Emirates,Nutrition_Diets,68.81,-1.56,2.38,903,0.38333,3.84288,3.45955,7.30243,20.3829,0.492917,457,0.076117257,1.975929978,0.150568928,2023,1.63,100,49850.69,1,4
2023-07-02,AE,United_Arab_Emirates,Fashion_Beauty,71.46,-7.98,-11.72,406,-3.45938,2.78969,6.24907,9.03876,17.5519,0.265776,336,0.175577396,1.208333333,0.212678571,2023,1.63,100,49850.69,0,0
2023-07-02,AE,United_Arab_Emirates,Fitness_Wearables,79.35,14.49,25.23,82,-1.29803,3.81162,5.10965,8.92127,19.2131,0.485324,56,0.956024096,1.464285714,1.416964286,2023,1.63,100,49850.69,0,0
2023-07-02,AE,United_Arab_Emirates,Nutrition_Diets,77.8,8.99,10.55,1181,-1.65709,3.33129,4.98838,8.31968,20.5342,0.41927,542,0.065820643,2.17896679,0.143542435,2023,1.63,100,49850.69,0,0
2023-07-09,AE,United_Arab_Emirates,Fashion_Beauty,69.41,-2.05,5.93,185,1.41967,4.07441,2.65475,6.72916,19.7742,0.470199,118,0.373172043,1.56779661,0.588220339,2023,1.63,100,49850.69,0,0
2023-07-09,AE,United_Arab_Emirates,Fitness_Wearables,76.23,-3.12,-17.61,57,4.28712,5.55649,1.26937,6.82585,20.146,0.462801,38,1.314310345,1.5,2.006052632,2023,1.63,100,49850.69,0,0
2023-07-09,AE,United_Arab_Emirates,Nutrition_Diets,73.94,-3.86,-12.85,799,0.879471,4.05801,3.17854,7.23654,20.4978,0.503907,338,0.092425,2.363905325,0.218757396,2023,1.63,100,49850.69,0,0
2023-07-16,AE,United_Arab_Emirates,Fashion_Beauty,68.8,-0.61,1.44,152,1.91736,4.49476,2.5774,7.07217,19.162,0.511249,101,0.449673203,1.504950495,0.681188119,2023,1.63,100,49850.69,1,1
2023-07-16,AE,United_Arab_Emirates,Fitness_Wearables,74.66,-1.57,1.55,157,-2.34442,3.25001,5.59442,8.84443,17.6083,0.428479,110,0.472531646,1.427272727,0.678727273,2023,1.63,100,49850.69,1,1
2023-07-16,AE,United_Arab_Emirates,Nutrition_Diets,74.4,0.46,4.32,1492,1.0937,3.83961,2.74591,6.58552,20.5691,0.732616,520,0.049832552,2.869230769,0.143076923,2023,1.63,100,49850.69,1,1
2023-07-23,AE,United_Arab_Emirates,Fashion_Beauty,67.84,-0.96,-0.35,137,1.93614,4.15681,2.22067,6.37748,20.283,0.678133,102,0.491594203,1.343137255,0.665098039,2023,1.63,100,49850.69,0,0
2023-07-23,AE,United_Arab_Emirates,Fitness_Wearables,77.37,2.71,4.28,49,1.51328,4.54685,3.03357,7.58042,18.5387,0.584551,31,1.5474,1.580645161,2.495806452,2023,1.63,100,49850.69,0,0
2023-07-23,AE,United_Arab_Emirates,Nutrition_Diets,74.5,0.1,-0.36,888,-1.10568,3.32724,4.43292,7.76015,21.0264,0.605209,475,0.083802025,1.869473684,0.156842105,2023,1.63,100,49850.69,0,0
2023-07-30,AE,United_Arab_Emirates,Fashion_Beauty,67.84,0,0.96,166,1.57459,4.04662,2.47202,6.51864,19.9383,0.597642,121,0.406227545,1.371900826,0.560661157,2023,1.63,100,49850.69,0,0
2023-07-30,AE,United_Arab_Emirates,Fitness_Wearables,75.7,-1.67,-4.38,48,4.25267,5.62704,1.37437,7.00141,19.3735,1.08748,29,1.544897959,1.655172414,2.610344828,2023,1.63,100,49850.69,0,0
2023-07-30,AE,United_Arab_Emirates,Nutrition_Diets,73.67,-0.83,-0.93,878,0.209129,4.04101,3.83188,7.87289,20.8954,0.520796,469,0.083811149,1.87206823,0.157078891,2023,1.63,100,49850.69,0,0
2023-08-06,AE,United_Arab_Emirates,Fashion_Beauty,68.92,1.08,1.08,205,1.58205,4.70209,3.12003,7.82212,19.8555,0.568502,124,0.334563107,1.653225806,0.555806452,2023,1.63,100,49850.69,0,0
2023-08-06,AE,United_Arab_Emirates,Fitness_Wearables,78.31,2.61,4.28,52,1.25852,4.37895,3.12043,7.49938,19.4466,0.479978,37,1.47754717,1.405405405,2.116486486,2023,1.63,100,49850.69,0,0
2023-08-06,AE,United_Arab_Emirates,Nutrition_Diets,77.61,3.94,4.77,804,0.432323,3.9041,3.47177,7.37587,20.2071,0.552648,324,0.096409938,2.481481481,0.239537037,2023,1.63,100,49850.69,0,0
2023-08-13,AE,United_Arab_Emirates,Fashion_Beauty,68.92,0,-1.08,119,1.5404,3.89423,2.35383,6.24806,21.1962,0.833839,77,0.574333333,1.545454545,0.895064935,2023,1.63,100,49850.69,0,0
2023-08-13,AE,United_Arab_Emirates,Fitness_Wearables,75.91,-2.4,-5.01,57,-1.54058,3.29264,4.83322,8.12587,21.4476,0.443734,38,1.308793103,1.5,1.997631579,2023,1.63,100,49850.69,0,0
2023-08-13,AE,United_Arab_Emirates,Nutrition_Diets,76.42,-1.19,-5.13,916,-0.132355,3.72389,3.85624,7.58013,20.3222,0.493783,460,0.083336968,1.991304348,0.166130435,2023,1.63,100,49850.69,0,0
2023-08-20,AE,United_Arab_Emirates,Fashion_Beauty,64.81,-4.11,-4.11,143,2.56181,4.89097,2.32916,7.22012,21.0699,0.896953,68,0.450069444,2.102941176,0.953088235,2023,1.63,100,49850.69,0,0
2023-08-20,AE,United_Arab_Emirates,Fitness_Wearables,72.78,-3.13,-0.73,34,2.0037,4.51371,2.51001,7.02372,18.8892,0.347502,18,2.079428571,1.888888889,4.043333333,2023,1.63,100,49850.69,0,0
2023-08-20,AE,United_Arab_Emirates,Nutrition_Diets,74.22,-2.2,-1.01,1038,0.200624,3.7959,3.59528,7.39118,20.4045,0.583268,534,0.071434071,1.943820225,0.138988764,2023,1.63,100,49850.69,0,0
2023-08-27,AE,United_Arab_Emirates,Fashion_Beauty,64.45,-0.36,3.75,158,1.95037,4.2784,2.32802,6.60642,19.7256,0.60392,97,0.405345912,1.628865979,0.66443299,2023,1.63,100,49850.69,0,0
2023-08-27,AE,United_Arab_Emirates,Fitness_Wearables,74.66,1.88,5.01,53,2.15207,4.94282,2.79076,7.73358,19.9536,0.568071,33,1.382592593,1.606060606,2.262424242,2023,1.63,100,49850.69,0,0
2023-08-27,AE,United_Arab_Emirates,Nutrition_Diets,71.93,-2.29,-0.09,919,0.197212,3.55058,3.35337,6.90395,20.3227,0.535514,479,0.078184783,1.918580376,0.150167015,2023,1.63,100,49850.69,0,0
2023-09-03,AE,United_Arab_Emirates,Fashion_Beauty,62.76,-1.69,-1.33,155,0.799898,3.91928,3.11938,7.03865,20.5422,0.684708,108,0.402307692,1.435185185,0.581111111,2023,1.63,100,49850.69,0,0
2023-09-03,AE,United_Arab_Emirates,Fitness_Wearables,70.28,-4.38,-6.26,26,3.3492,4.76311,1.4139,6.17701,17.8237,0.544904,22,2.602962963,1.181818182,3.194545455,2023,1.63,100,49850.69,0,0
2023-09-03,AE,United_Arab_Emirates,Nutrition_Diets,70.46,-1.47,0.82,920,0.342418,4.00618,3.66376,7.66994,20.454,0.696419,494,0.0765038,1.862348178,0.142631579,2023,1.63,100,49850.69,0,0
2023-09-10,AE,United_Arab_Emirates,Fashion_Beauty,61.79,-0.97,0.72,260,1.07511,4.20441,3.1293,7.33371,20.5814,0.649648,163,0.236743295,1.595092025,0.379079755,2023,1.63,100,49850.69,0,0
2023-09-10,AE,United_Arab_Emirates,Fitness_Wearables,72.68,2.4,6.78,61,3.20988,5.2449,2.03502,7.27991,18.7205,0.614566,36,1.172258065,1.694444444,2.018888889,2023,1.63,100,49850.69,0,0
2023-09-10,AE,United_Arab_Emirates,Nutrition_Diets,68.81,-1.65,-0.18,2882,-2.42275,2.6852,5.10795,7.79315,19.8162,0.374658,1125,0.023867499,2.561777778,0.061164444,2023,1.63,100,49850.69,0,0
2023-09-17,AE,United_Arab_Emirates,Fashion_Beauty,65.42,3.63,4.6,193,1.74358,4.37308,2.6295,7.00258,20.267,0.469249,112,0.337216495,1.723214286,0.584107143,2023,1.63,100,49850.69,0,0
2023-09-17,AE,United_Arab_Emirates,Fitness_Wearables,73.72,1.04,-1.36,82,-0.7284,4.06767,4.79607,8.86374,18.9251,0.360467,60,0.888192771,1.366666667,1.228666667,2023,1.63,100,49850.69,0,0
2023-09-17,AE,United_Arab_Emirates,Nutrition_Diets,70.92,2.11,3.76,1110,0.107124,3.98928,3.88215,7.87143,20.3158,0.571909,514,0.063834383,2.159533074,0.137976654,2023,1.63,100,49850.69,0,0
2023-09-24,AE,United_Arab_Emirates,Fashion_Beauty,66.26,0.84,-2.79,191,1.49665,4.36381,2.86716,7.23097,19.3088,0.51962,106,0.345104167,1.801886792,0.62509434,2023,1.63,100,49850.69,1,1
2023-09-24,AE,United_Arab_Emirates,Fitness_Wearables,68.4,-5.32,-6.36,71,-1.56233,4.37047,5.9328,10.3033,19.7617,0.334474,60,0.95,1.183333333,1.14,2023,1.63,100,49850.69,1,1
2023-09-24,AE,United_Arab_Emirates,Nutrition_Diets,69.82,-1.1,-3.21,1007,0.315791,4.01503,3.69924,7.71426,20.3475,0.513156,457,0.069265873,2.203501094,0.152778993,2023,1.63,100,49850.69,1,1
2023-10-01,AE,United_Arab_Emirates,Fashion_Beauty,65.42,-0.84,-1.68,206,1.11897,3.76186,2.64289,6.40475,19.9467,0.516797,123,0.316038647,1.674796748,0.531869919,2023,1.63,100,49850.69,0,0
2023-10-01,AE,United_Arab_Emirates,Fitness_Wearables,73.83,5.43,10.75,48,5.92426,7.28303,1.35878,8.64181,17.8678,0.619356,31,1.506734694,1.548387097,2.381612903,2023,1.63,100,49850.69,0,0
