Week_Start,Country_Name,Category,Search_Interest,Search_Velocity,Search_Acceleration,Search_Interest_lag_1,Search_Interest_lag_2,Search_Interest_lag_4,Search_Velocity_lag,Search_Velocity_Lag1,Search_Velocity_Lag2,Search_Acceleration_lag,Search_Interest_roll_mean_4w,Search_Interest_roll_std_4w,Media_Volume,tone_net_sentiment,tone_positive_score,tone_negative_score,tone_polarity,tone_activity_density,tone_self_group_density,Source_Diversity,Media_Volume_roll_mean_4w,holiday_count,is_holiday,GDP_Per_Capita,Inflation_Rate,Internet_Penetration
2026-08-23,Australia,Fashion_Beauty,66.38,-2.480000000000004,-0.3700000000000045,68.86,70.97,69.23,-2.1099999999999994,-2.1099999999999994,4.469999999999999,-6.579999999999998,68.89,1.8398369492972064,329.0,0.3,3.27,2.97,6.25,22.0,0.5,238.0,0.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-30,Australia,Fashion_Beauty,70.56,4.180000000000007,6.660000000000011,66.38,68.86,66.5,-2.480000000000004,-2.480000000000004,-2.1099999999999994,-0.3700000000000045,68.1775,2.183947114744188,380.0,-0.1,2.97,3.07,6.04,21.33,0.38,239.0,329.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-06,Australia,Fashion_Beauty,69.65,-0.9099999999999966,-5.090000000000003,70.56,66.38,70.97,4.180000000000007,4.180000000000007,-2.480000000000004,6.660000000000011,69.1925,2.0856873367467723,424.0,0.42,3.18,2.77,5.95,21.44,0.41,271.0,354.5,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-13,Australia,Fashion_Beauty,65.85,-3.8000000000000114,-2.890000000000015,69.65,70.56,68.86,-0.9099999999999966,-0.9099999999999966,4.180000000000007,-5.090000000000003,68.8625,1.7948514330344854,104.0,0.66,3.19,2.54,5.73,22.45,0.21,90.0,377.6666666666667,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-30,Australia,Fitness_Wearables,87.5,-0.8900000000000006,-2.230000000000004,88.39,87.05,85.91,1.3400000000000034,1.3400000000000034,2.259999999999991,-0.9199999999999876,86.535,1.5429301129122976,3.0,2.86,4.75,1.89,6.64,23.0,0.83,3.0,0.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-06,Australia,Fitness_Wearables,85.75,-1.75,-0.8599999999999994,87.5,88.39,84.79,-0.8900000000000006,-0.8900000000000006,1.3400000000000034,-2.230000000000004,86.9325,1.533022613444275,7.0,2.06,3.87,1.81,5.68,25.54,0.64,6.0,3.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-23,Australia,Nutrition_Diets,80.0,1.1700000000000017,0.6400000000000006,78.83,78.3,76.81,0.5300000000000011,0.5300000000000011,0.0600000000000022,0.4699999999999988,78.045,0.8649662806528629,1903.0,-1.5,3.04,4.54,7.58,23.18,0.5,625.0,0.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-30,Australia,Nutrition_Diets,77.59,-2.4099999999999966,-3.5799999999999983,80.0,78.83,78.24,1.1700000000000017,1.1700000000000017,0.5300000000000011,0.6400000000000006,78.8425,0.8159401530340925,1784.0,-1.78,2.97,4.75,7.73,23.18,0.51,602.0,1903.0,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-06,Australia,Nutrition_Diets,73.87,-3.719999999999999,-1.3100000000000025,77.59,80.0,78.3,-2.4099999999999966,-2.4099999999999966,1.1700000000000017,-3.5799999999999983,78.67999999999999,1.016103669251614,2048.0,-1.2,3.18,4.39,7.57,22.75,0.55,709.0,1843.5,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-09-13,Australia,Nutrition_Diets,71.76,-2.1099999999999994,1.6099999999999994,73.87,77.59,78.83,-3.719999999999999,-3.719999999999999,-2.4099999999999966,-1.3100000000000025,77.5725,2.6572463817517957,142.0,-1.65,2.79,4.44,7.23,23.01,0.59,94.0,1911.6666666666667,0,0,65129.7227990563,2.87403791660173,96.13140106
2026-08-23,Brazil,Fashion_Beauty,58.82,0.25,0.490000000000002,58.57,58.81,63.01,-0.240000000000002,-0.240000000000002,-2.469999999999999,2.229999999999997,60.4175,2.1183543140847982,974.0,0.09,2.94,2.85,5.78,22.67,0.29,346.0,0.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-08-30,Brazil,Fashion_Beauty,59.21,0.3900000000000005,0.1400000000000005,58.82,58.57,61.28,0.25,0.25,-0.240000000000002,0.490000000000002,59.37,1.2785669060847566,924.0,0.23,3.0,2.77,5.78,22.66,0.31,287.0,974.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-09-06,Brazil,Fashion_Beauty,66.94,7.729999999999997,7.339999999999996,59.21,58.82,58.81,0.3900000000000005,0.3900000000000005,0.25,0.1400000000000005,58.8525,0.2648741839727142,1012.0,-0.23,2.92,3.15,6.07,23.06,0.29,326.0,949.0,1,1,10713.2856869511,5.01675279604836,84.46347227
2026-09-13,Brazil,Fashion_Beauty,58.46,-8.479999999999997,-16.209999999999994,66.94,59.21,58.57,7.729999999999997,7.729999999999997,0.3900000000000005,7.339999999999996,60.885,4.045248241249842,86.0,0.27,3.14,2.87,6.01,23.36,0.34,48.0,970.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-08-23,Brazil,Fitness_Wearables,67.07,-10.110000000000014,-11.810000000000016,77.18,75.48,85.19,1.7000000000000028,1.7000000000000028,-7.299999999999997,9.0,80.1575,4.580686811676361,15.0,-0.15,3.11,3.26,6.37,21.8,0.34,15.0,0.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-08-30,Brazil,Fitness_Wearables,65.72,-1.3499999999999943,8.76000000000002,67.07,77.18,82.78,-10.110000000000014,-10.110000000000014,1.7000000000000028,-11.810000000000016,75.6275,6.50182218048652,15.0,-3.02,1.88,4.89,6.77,18.86,0.28,13.0,15.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-09-06,Brazil,Fitness_Wearables,88.09,22.370000000000005,23.72,65.72,67.07,75.48,-1.3499999999999943,-1.3499999999999943,-10.110000000000014,8.76000000000002,71.3625,5.804035234214249,9.0,-0.71,2.9,3.61,6.52,20.57,0.66,9.0,15.0,1,1,10713.2856869511,5.01675279604836,84.46347227
2026-08-23,Brazil,Nutrition_Diets,33.19,-11.920000000000002,-16.92,45.11,40.11,70.43,5.0,5.0,-9.15,14.15,51.227500000000006,13.337037089748712,5908.0,-1.62,2.79,4.4,7.19,23.67,0.33,879.0,0.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-08-30,Brazil,Nutrition_Diets,34.52,1.3300000000000054,13.250000000000009,33.19,45.11,49.26,-11.920000000000002,-11.920000000000002,5.0,-16.92,41.9175,6.917144762592963,5532.0,-1.23,2.94,4.17,7.1,23.77,0.34,789.0,5908.0,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-09-06,Brazil,Nutrition_Diets,65.08,30.559999999999995,29.22999999999999,34.52,33.19,40.11,1.3300000000000054,1.3300000000000054,-11.920000000000002,13.250000000000009,38.2325,5.47827451545354,4791.0,-1.49,2.88,4.37,7.25,23.84,0.34,758.0,5720.0,1,1,10713.2856869511,5.01675279604836,84.46347227
2026-09-13,Brazil,Nutrition_Diets,45.01,-20.07,-50.63,65.08,34.52,45.11,30.559999999999995,30.559999999999995,1.3300000000000054,29.22999999999999,44.475,14.73569928212888,487.0,-1.2,2.89,4.09,6.99,24.14,0.32,196.0,5410.333333333333,0,0,10713.2856869511,5.01675279604836,84.46347227
2026-08-23,Canada,Fashion_Beauty,67.25,-1.6599999999999966,-6.179999999999993,68.91,64.39,64.74,4.519999999999996,4.519999999999996,1.8800000000000023,2.639999999999993,65.13749999999999,2.6989056424162,572.0,-0.54,2.93,3.47,6.39,21.9,0.64,366.0,0.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-08-30,Canada,Fashion_Beauty,71.05,3.799999999999997,5.459999999999994,67.25,68.91,62.51,-1.6599999999999966,-1.6599999999999966,4.519999999999996,-6.179999999999993,65.765,2.8625105531099906,642.0,-0.07,3.07,3.14,6.21,21.87,0.68,361.0,572.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-09-06,Canada,Fashion_Beauty,70.88,-0.1700000000000017,-3.969999999999999,71.05,67.25,64.39,3.799999999999997,3.799999999999997,-1.6599999999999966,5.459999999999994,67.9,2.8098161268428794,708.0,0.28,3.31,3.03,6.34,21.99,0.8,394.0,607.0,1,1,55697.6639660837,2.07232411149103,94.353302
2026-09-13,Canada,Fashion_Beauty,70.08,-0.7999999999999972,-0.6299999999999955,70.88,71.05,68.91,-0.1700000000000017,-0.1700000000000017,3.799999999999997,-3.969999999999999,69.5225,1.7995809697444929,38.0,-0.93,2.94,3.87,6.81,22.66,0.79,34.0,640.6666666666666,0,0,55697.6639660837,2.07232411149103,94.353302
2026-08-23,Canada,Fitness_Wearables,73.19,-3.25,-4.420000000000002,76.44,75.27,74.97,1.1700000000000017,1.1700000000000017,-0.4399999999999977,1.6099999999999994,75.5975,0.6386117756502739,8.0,0.78,2.65,1.87,4.53,24.51,0.32,8.0,0.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-08-30,Canada,Fitness_Wearables,75.69,2.5,5.75,73.19,76.44,75.71,-3.25,-3.25,1.1700000000000017,-4.420000000000002,75.1525,1.394474213936051,9.0,1.96,4.37,2.41,6.78,20.35,0.64,9.0,8.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-09-06,Canada,Fitness_Wearables,75.77,0.0799999999999983,-2.4200000000000017,75.69,73.19,75.27,2.5,2.5,-3.25,5.75,75.1475,1.391842304285667,4.0,0.18,3.28,3.11,6.39,21.92,0.77,4.0,8.5,1,1,55697.6639660837,2.07232411149103,94.353302
2026-08-23,Canada,Nutrition_Diets,66.52,-1.2600000000000051,-3.180000000000007,67.78,65.86,69.53,1.9200000000000017,1.9200000000000017,-3.269999999999996,5.189999999999998,68.075,1.6556267695355074,4443.0,-0.77,3.12,3.89,7.01,23.12,0.75,1093.0,0.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-08-30,Canada,Nutrition_Diets,70.43,3.910000000000011,5.170000000000016,66.52,67.78,69.13,-1.2600000000000051,-1.2600000000000051,1.9200000000000017,-3.180000000000007,67.32249999999999,1.4444462606835509,5112.0,-1.31,2.99,4.3,7.28,22.97,0.71,1290.0,4443.0,0,0,55697.6639660837,2.07232411149103,94.353302
2026-09-06,Canada,Nutrition_Diets,75.29,4.859999999999999,0.9499999999999886,70.43,66.52,65.86,3.910000000000011,3.910000000000011,-1.2600000000000051,5.170000000000016,67.64750000000001,2.01876818877321,5083.0,-0.94,3.05,3.99,7.04,22.85,0.79,1240.0,4777.5,1,1,55697.6639660837,2.07232411149103,94.353302
2026-09-13,Canada,Nutrition_Diets,70.56,-4.730000000000004,-9.590000000000003,75.29,70.43,67.78,4.859999999999999,4.859999999999999,3.910000000000011,0.9499999999999886,70.005,3.881911041399032,308.0,-0.82,3.15,3.98,7.13,23.06,0.71,205.0,4879.333333333333,0,0,55697.6639660837,2.07232411149103,94.353302
2026-08-23,China,Fashion_Beauty,13.79,-0.370000000000001,-1.8600000000000008,14.16,12.67,13.67,1.4900000000000002,1.4900000000000002,-1.8599999999999997,3.35,13.7575,0.8060345319321299,2342.0,-0.01,3.79,3.8,7.59,25.9,0.22,653.0,0.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-30,China,Fashion_Beauty,14.98,1.1900000000000013,1.5600000000000025,13.79,14.16,14.53,-0.370000000000001,-0.370000000000001,1.4900000000000002,-1.8600000000000008,13.7875,0.8039226745571031,2263.0,-0.1,3.89,4.0,7.89,25.36,0.3,857.0,2342.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-06,China,Fashion_Beauty,15.8,0.8200000000000003,-0.370000000000001,14.98,13.79,12.67,1.1900000000000013,1.1900000000000013,-0.370000000000001,1.5600000000000025,13.9,0.9589925269088604,2376.0,0.12,3.77,3.65,7.42,25.48,0.35,945.0,2302.5,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-13,China,Fashion_Beauty,32.99,17.19,16.37,15.8,14.98,14.16,0.8200000000000003,0.8200000000000003,1.1900000000000013,-0.370000000000001,14.6825,0.8957073554833628,141.0,1.42,4.47,3.05,7.52,25.96,0.28,73.0,2327.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-23,China,Fitness_Wearables,27.97,1.6099999999999994,1.1999999999999993,26.36,25.95,30.82,0.4100000000000001,0.4100000000000001,-1.150000000000002,1.5600000000000025,27.5575,2.2264527092809967,25.0,1.32,4.2,2.88,7.08,24.91,0.3,19.0,0.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-30,China,Fitness_Wearables,33.37,5.399999999999999,3.789999999999999,27.97,26.36,27.1,1.6099999999999994,1.6099999999999994,0.4100000000000001,1.1999999999999993,26.845,0.8882379561045143,23.0,2.1,4.36,2.26,6.62,23.93,0.32,18.0,25.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-06,China,Fitness_Wearables,32.33,-1.0399999999999991,-6.439999999999998,33.37,27.97,25.95,5.399999999999999,5.399999999999999,1.6099999999999994,3.789999999999999,28.4125,3.4180537834657674,39.0,2.05,5.04,2.99,8.03,26.04,0.23,22.0,24.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-13,China,Fitness_Wearables,61.83,29.5,30.54,32.33,33.37,26.36,-1.0399999999999991,-1.0399999999999991,5.399999999999999,-6.439999999999998,30.0075,3.374219662874846,1.0,-3.54,3.81,7.35,11.16,19.78,0.27,1.0,29.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-23,China,Nutrition_Diets,6.02,0.7599999999999998,1.6399999999999997,5.26,6.14,7.67,-0.8799999999999999,-0.8799999999999999,0.5800000000000001,-1.46,6.157499999999999,1.0724543502309694,22082.0,0.08,4.1,4.02,8.12,27.06,0.22,2089.0,0.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-30,China,Nutrition_Diets,12.76,6.74,5.98,6.02,5.26,5.56,0.7599999999999998,0.7599999999999998,-0.8799999999999999,1.6399999999999997,5.744999999999999,0.4086971168595587,18477.0,0.11,4.16,4.06,8.22,26.72,0.26,2134.0,22082.0,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-06,China,Nutrition_Diets,8.38,-4.379999999999999,-11.12,12.76,6.02,6.14,6.74,6.74,0.7599999999999998,5.98,7.545,3.498432982540809,18450.0,0.23,4.14,3.92,8.06,26.67,0.24,2180.0,20279.5,0,0,13861.970224368,0.0595646916565403,91.6
2026-09-13,China,Nutrition_Diets,35.47,27.09,31.469999999999995,8.38,12.76,5.26,-4.379999999999999,-4.379999999999999,6.74,-11.12,8.105,3.375692521542219,1496.0,0.04,4.12,4.08,8.2,26.93,0.29,439.0,19669.666666666668,0,0,13861.970224368,0.0595646916565403,91.6
2026-08-23,France,Fashion_Beauty,34.66,1.8699999999999972,-1.7300000000000004,32.79,29.19,30.17,3.599999999999998,3.599999999999998,-0.4899999999999984,4.089999999999996,30.4575,1.6056436923135968,2574.0,-0.46,2.93,3.38,6.31,20.9,0.4,1132.0,0.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-30,France,Fashion_Beauty,36.71,2.0500000000000043,0.1800000000000068,34.66,32.79,29.68,1.8699999999999972,1.8699999999999972,3.599999999999998,-1.7300000000000004,31.58,2.599525597745315,3317.0,-0.41,2.98,3.39,6.37,20.94,0.41,1590.0,2574.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-06,France,Fashion_Beauty,39.79,3.0799999999999983,1.029999999999994,36.71,34.66,29.19,2.0500000000000043,2.0500000000000043,1.8699999999999972,0.1800000000000068,33.3375,3.1950104329511237,3330.0,-0.38,3.11,3.49,6.59,20.78,0.44,1438.0,2945.5,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-13,France,Fashion_Beauty,33.63,-6.159999999999997,-9.239999999999997,39.79,36.71,32.79,3.0799999999999983,3.0799999999999983,2.0500000000000043,1.029999999999994,35.9875,2.998181393222665,367.0,0.16,3.4,3.24,6.64,20.88,0.51,275.0,3073.6666666666665,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-23,France,Fitness_Wearables,76.66,6.11999999999999,2.1899999999999835,70.54,66.61,64.46,3.930000000000007,3.930000000000007,3.1499999999999986,0.7800000000000082,66.2675,3.1369132917566955,23.0,-0.03,3.39,3.42,6.82,19.94,0.53,19.0,0.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-30,France,Fitness_Wearables,74.71,-1.9500000000000028,-8.069999999999993,76.66,70.54,63.46,6.11999999999999,6.11999999999999,3.930000000000007,2.1899999999999835,69.31750000000001,5.687637910415883,26.0,0.49,3.08,2.59,5.67,20.63,1.2,22.0,23.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-06,France,Fitness_Wearables,84.41,9.700000000000005,11.650000000000006,74.71,76.66,66.61,-1.9500000000000028,-1.9500000000000028,6.11999999999999,-8.069999999999993,72.13,4.4786828420865055,34.0,-0.99,2.83,3.81,6.64,20.53,0.47,28.0,24.5,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-13,France,Fitness_Wearables,82.39,-2.019999999999996,-11.72,84.41,74.71,70.54,9.700000000000005,9.700000000000005,-1.9500000000000028,11.650000000000006,76.58,5.810731451375142,10.0,-0.6,2.53,3.13,5.66,21.77,0.54,7.0,27.666666666666668,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-23,France,Nutrition_Diets,37.77,-0.5700000000000003,-1.720000000000006,38.34,37.19,44.66,1.1500000000000057,1.1500000000000057,-4.350000000000001,5.500000000000007,40.432500000000005,3.3660399581705462,9243.0,-1.66,2.89,4.56,7.45,21.88,0.56,2617.0,0.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-30,France,Nutrition_Diets,36.63,-1.1400000000000006,-0.5700000000000003,37.77,38.34,41.54,-0.5700000000000003,-0.5700000000000003,1.1500000000000057,-1.720000000000006,38.71,1.944205064630351,8985.0,-1.44,2.96,4.41,7.37,21.58,0.56,2494.0,9243.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-06,France,Nutrition_Diets,42.18,5.549999999999997,6.689999999999998,36.63,37.77,37.19,-1.1400000000000006,-1.1400000000000006,-0.5700000000000003,-0.5700000000000003,37.4825,0.7371736566109195,11130.0,-1.55,2.97,4.52,7.49,21.71,0.67,2808.0,9114.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-09-13,France,Nutrition_Diets,37.07,-5.109999999999999,-10.659999999999997,42.18,36.63,38.34,5.549999999999997,5.549999999999997,-1.1400000000000006,6.689999999999998,38.73,2.4073637033072,1455.0,-0.64,3.28,3.92,7.2,21.7,0.92,924.0,9786.0,0,0,48985.7307807924,0.943770212469976,88.65381638
2026-08-23,United_Kingdom,Fashion_Beauty,59.44,-1.0500000000000045,-0.4100000000000037,60.49,61.13,58.2,-0.6400000000000006,-0.6400000000000006,-0.759999999999998,0.1199999999999974,60.4275,1.5914432652989734,9.0,-0.14,3.35,3.49,6.84,18.59,1.51,4.0,0.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-30,United_Kingdom,Fashion_Beauty,65.23,5.790000000000006,6.8400000000000105,59.44,60.49,61.89,-1.0500000000000045,-1.0500000000000045,-0.6400000000000006,-0.4100000000000037,60.7375,1.0371555653157574,12.0,-0.63,2.3,2.93,5.23,17.94,0.21,8.0,9.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-09-06,United_Kingdom,Fashion_Beauty,73.03,7.799999999999997,2.009999999999991,65.23,59.44,61.13,5.790000000000006,5.790000000000006,-1.0500000000000045,6.8400000000000105,61.572500000000005,2.535907135523447,7.0,0.82,3.18,2.36,5.54,18.8,0.33,6.0,10.5,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-23,United_Kingdom,Nutrition_Diets,75.42,-2.700000000000003,3.779999999999987,78.12,84.6,83.5,-6.47999999999999,-6.47999999999999,0.7800000000000011,-7.259999999999991,82.50999999999999,2.9629039808946924,39.0,-0.31,3.62,3.93,7.55,20.4,0.72,14.0,0.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-30,United_Kingdom,Nutrition_Diets,82.38,6.959999999999994,9.659999999999997,75.42,78.12,83.82,-2.700000000000003,-2.700000000000003,-6.47999999999999,3.779999999999987,80.49,4.446076922411665,54.0,-0.93,3.41,4.34,7.75,19.71,0.62,23.0,39.0,0,0,57601.9621201954,3.88306881626,95.4720993
2026-09-06,United_Kingdom,Nutrition_Diets,89.52,7.140000000000001,0.1800000000000068,82.38,75.42,84.6,6.959999999999994,6.959999999999994,-2.700000000000003,9.659999999999997,80.13,4.133908562123936,35.0,-0.48,3.14,3.62,6.76,19.59,0.34,14.0,46.5,0,0,57601.9621201954,3.88306881626,95.4720993
2026-09-13,United_Kingdom,Nutrition_Diets,74.21,-15.310000000000002,-22.450000000000003,89.52,82.38,78.12,7.140000000000001,7.140000000000001,6.959999999999994,0.1800000000000068,81.36,6.148365636492479,5.0,-0.52,3.11,3.63,6.73,20.08,1.07,3.0,42.66666666666666,0,0,57601.9621201954,3.88306881626,95.4720993
2026-08-23,India,Fashion_Beauty,56.4,-1.3599999999999994,-2.789999999999999,57.76,56.33,50.1,1.4299999999999995,1.4299999999999995,0.2999999999999971,1.1300000000000026,55.055,3.38847556678026,2120.0,-0.87,3.12,4.0,7.12,21.76,0.41,389.0,0.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-08-30,India,Fashion_Beauty,58.14,1.740000000000002,3.1000000000000014,56.4,57.76,56.03,-1.3599999999999994,-1.3599999999999994,1.4299999999999995,-2.789999999999999,56.63,0.7702380584381353,2520.0,-0.86,3.11,3.97,7.08,21.83,0.4,567.0,2120.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-09-06,India,Fashion_Beauty,68.02,9.879999999999995,8.139999999999993,58.14,56.4,56.33,1.740000000000002,1.740000000000002,-1.3599999999999994,3.1000000000000014,57.1575,0.9285966113800268,2768.0,-0.35,3.34,3.69,7.03,21.59,0.44,461.0,2320.0,0,0,2702.47987141553,2.39884954182294,70.0
2026-09-13,India,Fashion_Beauty,62.95,-5.069999999999993,-14.949999999999989,68.02,58.14,57.76,9.879999999999995,9.879999999999995,1.740000000000002,8.139999999999993,60.08,5.345777149613766,193.0,-0.91,3.21,4.12,7.34,21.31,0.37,110.0,2469.333333333333,0,0,2702.47987141553,2.39884954182294,70.0
2026-08-23,India,Fitness_Wearables,76.36,-7.140000000000001,-6.540000000000006,83.5,84.1,80.44,-0.5999999999999943,-0.5999999999999943,-1.7800000000000011,1.1800000000000068,83.47999999999999,2.264685408616119,74.0,-2.49,3.99,6.48,10.47,20.64,0.53,71.0,0.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-08-30,India,Fitness_Wearables,77.76,1.4000000000000057,8.540000000000006,76.36,83.5,85.88,-7.140000000000001,-7.140000000000001,-0.5999999999999943,-6.540000000000006,82.46,4.190369912072071,30.0,1.12,3.81,2.68,6.49,20.44,0.49,23.0,74.0,1,1,2702.47987141553,2.39884954182294,70.0
2026-09-06,India,Fitness_Wearables,92.76,15.0,13.599999999999994,77.76,76.36,84.1,1.4000000000000057,1.4000000000000057,-7.140000000000001,8.540000000000006,80.43,3.940710595818876,18.0,1.1,4.03,2.93,6.96,19.96,0.52,16.0,52.0,0,0,2702.47987141553,2.39884954182294,70.0
2026-09-13,India,Fitness_Wearables,87.6,-5.160000000000011,-20.16000000000001,92.76,77.76,83.5,15.0,15.0,1.4000000000000057,13.599999999999994,82.595,7.44756559778645,3.0,1.03,4.63,3.6,8.23,19.58,0.78,3.0,40.66666666666666,0,0,2702.47987141553,2.39884954182294,70.0
